Borough,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016
Brooklyn,4571232,15523978,10332661,4823755,-3008378
Bronx,2072374,4082295,3398860,-192694,761151
Manhattan,7282871,28297529,24960142,5029404,-3937801
Queens,387,5065727,4990699,1644794,452828
System Total,14147593,52973449,43731907,11277798,-5750619
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
